date,admin1,admin2,market,market_id,latitude,longitude,category,commodity,commodity_id,unit,priceflag,pricetype,currency,price,usdprice
2010-08-15,,,National Average,226,,,cereals and tubers,Pasta,112,KG,actual,Retail,EGP,4.7,0.82
2010-08-15,,,National Average,226,,,cereals and tubers,Potatoes,83,KG,actual,Retail,EGP,1.81,0.32
2010-08-15,,,National Average,226,,,cereals and tubers,Rice,52,KG,actual,Retail,EGP,3.98,0.7
2010-08-15,,,National Average,226,,,cereals and tubers,Wheat flour,58,KG,actual,Retail,EGP,3.44,0.6
2010-08-15,,,National Average,226,,,"meat, fish and eggs",Meat (beef),141,KG,actual,Retail,EGP,50.22,8.81
2010-08-15,,,National Average,226,,,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,actual,Retail,EGP,17,2.98
2010-08-15,,,National Average,226,,,miscellaneous food,Sugar,97,KG,actual,Retail,EGP,4.28,0.75
2010-08-15,,,National Average,226,,,oil and fats,Ghee (artificial),106,KG,actual,Retail,EGP,9.82,1.72
2010-08-15,,,National Average,226,,,oil and fats,Ghee (natural),107,KG,actual,Retail,EGP,33.42,5.86
2010-08-15,,,National Average,226,,,oil and fats,Oil (maize),362,800 G,actual,Retail,EGP,8.76,1.54
2010-08-15,,,National Average,226,,,pulses and nuts,"Beans (fava, dry)",385,KG,actual,Retail,EGP,5.76,1.01
2010-08-15,,,National Average,226,,,pulses and nuts,Lentils,108,KG,actual,Retail,EGP,8.89,1.56
2010-08-15,,,National Average,226,,,vegetables and fruits,Garlic,105,KG,actual,Retail,EGP,11.26,1.97
2010-08-15,,,National Average,226,,,vegetables and fruits,Onions (red),110,KG,actual,Retail,EGP,1.7,0.3
2010-08-15,,,National Average,226,,,vegetables and fruits,Onions (white),111,KG,actual,Retail,EGP,1.86,0.33
2010-08-15,,,National Average,226,,,vegetables and fruits,Tomatoes,114,KG,actual,Retail,EGP,2.2,0.39
2010-09-15,,,National Average,226,,,cereals and tubers,Pasta,112,KG,actual,Retail,EGP,5.05,0.88
2010-09-15,,,National Average,226,,,cereals and tubers,Potatoes,83,KG,actual,Retail,EGP,1.99,0.35
2010-09-15,,,National Average,226,,,cereals and tubers,Rice,52,KG,actual,Retail,EGP,3.92,0.69
2010-09-15,,,National Average,226,,,cereals and tubers,Wheat flour,58,KG,actual,Retail,EGP,4.07,0.71
2010-09-15,,,National Average,226,,,"meat, fish and eggs",Meat (beef),141,KG,actual,Retail,EGP,53.26,9.33
2010-09-15,,,National Average,226,,,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,actual,Retail,EGP,16.83,2.95
2010-09-15,,,National Average,226,,,miscellaneous food,Sugar,97,KG,actual,Retail,EGP,4.38,0.77
2010-09-15,,,National Average,226,,,oil and fats,Ghee (artificial),106,KG,actual,Retail,EGP,9.86,1.73
2010-09-15,,,National Average,226,,,oil and fats,Ghee (natural),107,KG,actual,Retail,EGP,34.11,5.97
2010-09-15,,,National Average,226,,,oil and fats,Oil (maize),362,800 G,actual,Retail,EGP,8.8,1.54
2010-09-15,,,National Average,226,,,pulses and nuts,"Beans (fava, dry)",385,KG,actual,Retail,EGP,5.95,1.04
2010-09-15,,,National Average,226,,,pulses and nuts,Lentils,108,KG,actual,Retail,EGP,8.91,1.56
2010-09-15,,,National Average,226,,,vegetables and fruits,Garlic,105,KG,actual,Retail,EGP,11.91,2.09
2010-09-15,,,National Average,226,,,vegetables and fruits,Onions (red),110,KG,actual,Retail,EGP,1.96,0.34
2010-09-15,,,National Average,226,,,vegetables and fruits,Onions (white),111,KG,actual,Retail,EGP,1.96,0.34
2010-09-15,,,National Average,226,,,vegetables and fruits,Tomatoes,114,KG,actual,Retail,EGP,3.56,0.62
2010-10-15,,,National Average,226,,,cereals and tubers,Pasta,112,KG,actual,Retail,EGP,5.03,0.88
2010-10-15,,,National Average,226,,,cereals and tubers,Potatoes,83,KG,actual,Retail,EGP,1.96,0.34
2010-10-15,,,National Average,226,,,cereals and tubers,Rice,52,KG,actual,Retail,EGP,3.94,0.69
2010-10-15,,,National Average,226,,,cereals and tubers,Wheat flour,58,KG,actual,Retail,EGP,4.09,0.72
2010-10-15,,,National Average,226,,,"meat, fish and eggs",Meat (beef),141,KG,actual,Retail,EGP,55.25,9.69
2010-10-15,,,National Average,226,,,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,actual,Retail,EGP,15.13,2.66
2010-10-15,,,National Average,226,,,miscellaneous food,Sugar,97,KG,actual,Retail,EGP,4.63,0.81
2010-10-15,,,National Average,226,,,oil and fats,Ghee (artificial),106,KG,actual,Retail,EGP,9.98,1.75
2010-10-15,,,National Average,226,,,oil and fats,Ghee (natural),107,KG,actual,Retail,EGP,34.76,6.1
2010-10-15,,,National Average,226,,,oil and fats,Oil (maize),362,800 G,actual,Retail,EGP,8.88,1.56
2010-10-15,,,National Average,226,,,pulses and nuts,"Beans (fava, dry)",385,KG,actual,Retail,EGP,6.28,1.1
2010-10-15,,,National Average,226,,,pulses and nuts,Lentils,108,KG,actual,Retail,EGP,9.23,1.62
2010-10-15,,,National Average,226,,,vegetables and fruits,Garlic,105,KG,actual,Retail,EGP,13.01,2.28
2010-10-15,,,National Average,226,,,vegetables and fruits,Onions (red),110,KG,actual,Retail,EGP,2.11,0.37
2010-10-15,,,National Average,226,,,vegetables and fruits,Onions (white),111,KG,actual,Retail,EGP,2.18,0.38
2010-10-15,,,National Average,226,,,vegetables and fruits,Tomatoes,114,KG,actual,Retail,EGP,7.41,1.3
2010-11-15,,,National Average,226,,,cereals and tubers,Pasta,112,KG,actual,Retail,EGP,5.03,0.87
2010-11-15,,,National Average,226,,,cereals and tubers,Potatoes,83,KG,actual,Retail,EGP,1.97,0.34
2010-11-15,,,National Average,226,,,cereals and tubers,Rice,52,KG,actual,Retail,EGP,3.84,0.67
2010-11-15,,,National Average,226,,,cereals and tubers,Wheat flour,58,KG,actual,Retail,EGP,4.02,0.7
2010-11-15,,,National Average,226,,,"meat, fish and eggs",Meat (beef),141,KG,actual,Retail,EGP,57.02,9.92
2010-11-15,,,National Average,226,,,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,actual,Retail,EGP,14.5,2.52
2010-11-15,,,National Average,226,,,miscellaneous food,Sugar,97,KG,actual,Retail,EGP,4.82,0.84
2010-11-15,,,National Average,226,,,oil and fats,Ghee (artificial),106,KG,actual,Retail,EGP,9.99,1.74
2010-11-15,,,National Average,226,,,oil and fats,Ghee (natural),107,KG,actual,Retail,EGP,35,6.09
2010-11-15,,,National Average,226,,,oil and fats,Oil (maize),362,800 G,actual,Retail,EGP,9.08,1.58
2010-11-15,,,National Average,226,,,pulses and nuts,"Beans (fava, dry)",385,KG,actual,Retail,EGP,6.62,1.15
2010-11-15,,,National Average,226,,,pulses and nuts,Lentils,108,KG,actual,Retail,EGP,9.49,1.65
2010-11-15,,,National Average,226,,,vegetables and fruits,Garlic,105,KG,actual,Retail,EGP,13.1,2.28
2010-11-15,,,National Average,226,,,vegetables and fruits,Onions (red),110,KG,actual,Retail,EGP,2.23,0.39
2010-11-15,,,National Average,226,,,vegetables and fruits,Onions (white),111,KG,actual,Retail,EGP,2.36,0.41
2010-11-15,,,National Average,226,,,vegetables and fruits,Tomatoes,114,KG,actual,Retail,EGP,4.42,0.77
2010-12-15,,,National Average,226,,,cereals and tubers,Pasta,112,KG,actual,Retail,EGP,5.03,0.87
2010-12-15,,,National Average,226,,,cereals and tubers,Potatoes,83,KG,actual,Retail,EGP,1.53,0.26
2010-12-15,,,National Average,226,,,cereals and tubers,Rice,52,KG,actual,Retail,EGP,3.9,0.67
2010-12-15,,,National Average,226,,,cereals and tubers,Wheat flour,58,KG,actual,Retail,EGP,3.95,0.68
2010-12-15,,,National Average,226,,,"meat, fish and eggs",Meat (beef),141,KG,actual,Retail,EGP,55.57,9.6
2010-12-15,,,National Average,226,,,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,actual,Retail,EGP,13.05,2.25
2010-12-15,,,National Average,226,,,miscellaneous food,Sugar,97,KG,actual,Retail,EGP,6.19,1.07
2010-12-15,,,National Average,226,,,oil and fats,Ghee (artificial),106,KG,actual,Retail,EGP,10.22,1.77
2010-12-15,,,National Average,226,,,oil and fats,Ghee (natural),107,KG,actual,Retail,EGP,35.27,6.09
2010-12-15,,,National Average,226,,,oil and fats,Oil (maize),362,800 G,actual,Retail,EGP,9.6,1.66
2010-12-15,,,National Average,226,,,pulses and nuts,"Beans (fava, dry)",385,KG,actual,Retail,EGP,6.9,1.19
2010-12-15,,,National Average,226,,,pulses and nuts,Lentils,108,KG,actual,Retail,EGP,9.47,1.64
2010-12-15,,,National Average,226,,,vegetables and fruits,Garlic,105,KG,actual,Retail,EGP,12.94,2.23
2010-12-15,,,National Average,226,,,vegetables and fruits,Onions (red),110,KG,actual,Retail,EGP,2.65,0.46
2010-12-15,,,National Average,226,,,vegetables and fruits,Onions (white),111,KG,actual,Retail,EGP,2.65,0.46
2010-12-15,,,National Average,226,,,vegetables and fruits,Tomatoes,114,KG,actual,Retail,EGP,1.92,0.33
2011-01-15,,,National Average,226,,,cereals and tubers,Pasta,112,KG,actual,Retail,EGP,5.01,0.86
2011-01-15,,,National Average,226,,,cereals and tubers,Potatoes,83,KG,actual,Retail,EGP,1.42,0.25
2011-01-15,,,National Average,226,,,cereals and tubers,Rice,52,KG,actual,Retail,EGP,3.97,0.69
2011-01-15,,,National Average,226,,,cereals and tubers,Wheat flour,58,KG,actual,Retail,EGP,4.02,0.69
2011-01-15,,,National Average,226,,,"meat, fish and eggs",Meat (beef),141,KG,actual,Retail,EGP,55.9,9.64
2011-01-15,,,National Average,226,,,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,actual,Retail,EGP,13.27,2.29
2011-01-15,,,National Average,226,,,miscellaneous food,Sugar,97,KG,actual,Retail,EGP,6.14,1.06
2011-01-15,,,National Average,226,,,oil and fats,Ghee (artificial),106,KG,actual,Retail,EGP,10.5,1.81
2011-01-15,,,National Average,226,,,oil and fats,Ghee (natural),107,KG,actual,Retail,EGP,35.6,6.14
2011-01-15,,,National Average,226,,,oil and fats,Oil (maize),362,800 G,actual,Retail,EGP,9.89,1.71
2011-01-15,,,National Average,226,,,pulses and nuts,"Beans (fava, dry)",385,KG,actual,Retail,EGP,7.49,1.29
2011-01-15,,,National Average,226,,,pulses and nuts,Lentils,108,KG,actual,Retail,EGP,9.55,1.65
2011-01-15,,,National Average,226,,,vegetables and fruits,Garlic,105,KG,actual,Retail,EGP,13.4,2.31
2011-01-15,,,National Average,226,,,vegetables and fruits,Onions (red),110,KG,actual,Retail,EGP,3,0.52
2011-01-15,,,National Average,226,,,vegetables and fruits,Onions (white),111,KG,actual,Retail,EGP,2.59,0.45
2011-01-15,,,National Average,226,,,vegetables and fruits,Tomatoes,114,KG,actual,Retail,EGP,2.03,0.35
2011-02-15,,,National Average,226,,,cereals and tubers,Pasta,112,KG,actual,Retail,EGP,5.05,0.86
2011-02-15,,,National Average,226,,,cereals and tubers,Potatoes,83,KG,actual,Retail,EGP,1.4,0.24
2011-02-15,,,National Average,226,,,cereals and tubers,Rice,52,KG,actual,Retail,EGP,4.09,0.7
2011-02-15,,,National Average,226,,,cereals and tubers,Wheat flour,58,KG,actual,Retail,EGP,4.16,0.71
2011-02-15,,,National Average,226,,,"meat, fish and eggs",Meat (beef),141,KG,actual,Retail,EGP,53.36,9.07
2011-02-15,,,National Average,226,,,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,actual,Retail,EGP,12.97,2.21
2011-02-15,,,National Average,226,,,miscellaneous food,Sugar,97,KG,actual,Retail,EGP,5.72,0.97
2011-02-15,,,National Average,226,,,oil and fats,Ghee (artificial),106,KG,actual,Retail,EGP,10.84,1.84
2011-02-15,,,National Average,226,,,oil and fats,Ghee (natural),107,KG,actual,Retail,EGP,36.5,6.21
2011-02-15,,,National Average,226,,,oil and fats,Oil (maize),362,800 G,actual,Retail,EGP,10.05,1.71
2011-02-15,,,National Average,226,,,pulses and nuts,"Beans (fava, dry)",385,KG,actual,Retail,EGP,7.72,1.31
2011-02-15,,,National Average,226,,,pulses and nuts,Lentils,108,KG,actual,Retail,EGP,9.81,1.67
2011-02-15,,,National Average,226,,,vegetables and fruits,Garlic,105,KG,actual,Retail,EGP,13.18,2.24
2011-02-15,,,National Average,226,,,vegetables and fruits,Onions (red),110,KG,actual,Retail,EGP,2.8,0.48
2011-02-15,,,National Average,226,,,vegetables and fruits,Onions (white),111,KG,actual,Retail,EGP,2.1,0.36
2011-02-15,,,National Average,226,,,vegetables and fruits,Tomatoes,114,KG,actual,Retail,EGP,1.75,0.3
2011-03-15,,,National Average,226,,,cereals and tubers,Pasta,112,KG,actual,Retail,EGP,4.06,0.69
2011-03-15,,,National Average,226,,,cereals and tubers,Potatoes,83,KG,actual,Retail,EGP,2.47,0.42
2011-03-15,,,National Average,226,,,cereals and tubers,Rice,52,KG,actual,Retail,EGP,3.63,0.61
2011-03-15,,,National Average,226,,,cereals and tubers,Wheat flour,58,KG,actual,Retail,EGP,3.64,0.61
2011-03-15,,,National Average,226,,,"meat, fish and eggs",Meat (beef),141,KG,actual,Retail,EGP,53.32,9.01
2011-03-15,,,National Average,226,,,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,actual,Retail,EGP,13.12,2.22
2011-03-15,,,National Average,226,,,miscellaneous food,Sugar,97,KG,actual,Retail,EGP,4.99,0.84
2011-03-15,,,National Average,226,,,oil and fats,Ghee (artificial),106,KG,actual,Retail,EGP,11.12,1.88
2011-03-15,,,National Average,226,,,oil and fats,Ghee (natural),107,KG,actual,Retail,EGP,36.49,6.16
2011-03-15,,,National Average,226,,,oil and fats,Oil (maize),362,800 G,actual,Retail,EGP,10.52,1.78
2011-03-15,,,National Average,226,,,pulses and nuts,"Beans (fava, dry)",385,KG,actual,Retail,EGP,8.09,1.37
2011-03-15,,,National Average,226,,,pulses and nuts,Lentils,108,KG,actual,Retail,EGP,10.06,1.7
2011-03-15,,,National Average,226,,,vegetables and fruits,Garlic,105,KG,actual,Retail,EGP,6.6,1.11
2011-03-15,,,National Average,226,,,vegetables and fruits,Onions (red),110,KG,actual,Retail,EGP,2.9,0.49
2011-03-15,,,National Average,226,,,vegetables and fruits,Onions (white),111,KG,actual,Retail,EGP,2.18,0.37
2011-03-15,,,National Average,226,,,vegetables and fruits,Tomatoes,114,KG,actual,Retail,EGP,3.52,0.59
2011-04-15,,,National Average,226,,,cereals and tubers,Pasta,112,KG,actual,Retail,EGP,4.05,0.68
2011-04-15,,,National Average,226,,,cereals and tubers,Potatoes,83,KG,actual,Retail,EGP,2.7,0.45
2011-04-15,,,National Average,226,,,cereals and tubers,Rice,52,KG,actual,Retail,EGP,3.76,0.63
2011-04-15,,,National Average,226,,,cereals and tubers,Wheat flour,58,KG,actual,Retail,EGP,3.7,0.62
2011-04-15,,,National Average,226,,,"meat, fish and eggs",Meat (beef),141,KG,actual,Retail,EGP,53.3,8.94
2011-04-15,,,National Average,226,,,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,actual,Retail,EGP,13.05,2.19
2011-04-15,,,National Average,226,,,miscellaneous food,Sugar,97,KG,actual,Retail,EGP,5.04,0.85
2011-04-15,,,National Average,226,,,oil and fats,Ghee (artificial),106,KG,actual,Retail,EGP,11.9,2
2011-04-15,,,National Average,226,,,oil and fats,Ghee (natural),107,KG,actual,Retail,EGP,36.62,6.14
2011-04-15,,,National Average,226,,,oil and fats,Oil (maize),362,800 G,actual,Retail,EGP,11.17,1.87
2011-04-15,,,National Average,226,,,pulses and nuts,"Beans (fava, dry)",385,KG,actual,Retail,EGP,7.91,1.33
2011-04-15,,,National Average,226,,,pulses and nuts,Lentils,108,KG,actual,Retail,EGP,10.48,1.76
2011-04-15,,,National Average,226,,,vegetables and fruits,Garlic,105,KG,actual,Retail,EGP,3.28,0.55
2011-04-15,,,National Average,226,,,vegetables and fruits,Onions (red),110,KG,actual,Retail,EGP,3.04,0.51
2011-04-15,,,National Average,226,,,vegetables and fruits,Onions (white),111,KG,actual,Retail,EGP,2.17,0.36
2011-04-15,,,National Average,226,,,vegetables and fruits,Tomatoes,114,KG,actual,Retail,EGP,4.98,0.84
2011-05-15,,,National Average,226,,,cereals and tubers,Pasta,112,KG,actual,Retail,EGP,4.1,0.69
2011-05-15,,,National Average,226,,,cereals and tubers,Potatoes,83,KG,actual,Retail,EGP,2.4,0.41
2011-05-15,,,National Average,226,,,cereals and tubers,Rice,52,KG,actual,Retail,EGP,4.2,0.71
2011-05-15,,,National Average,226,,,cereals and tubers,Wheat flour,58,KG,actual,Retail,EGP,3.76,0.63
2011-05-15,,,National Average,226,,,"meat, fish and eggs",Meat (beef),141,KG,actual,Retail,EGP,54.64,9.21
2011-05-15,,,National Average,226,,,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,actual,Retail,EGP,13.22,2.23
2011-05-15,,,National Average,226,,,miscellaneous food,Sugar,97,KG,actual,Retail,EGP,5.06,0.85
2011-05-15,,,National Average,226,,,oil and fats,Ghee (artificial),106,KG,actual,Retail,EGP,12.16,2.05
2011-05-15,,,National Average,226,,,oil and fats,Ghee (natural),107,KG,actual,Retail,EGP,37.21,6.27
2011-05-15,,,National Average,226,,,oil and fats,Oil (maize),362,800 G,actual,Retail,EGP,11.49,1.94
2011-05-15,,,National Average,226,,,pulses and nuts,"Beans (fava, dry)",385,KG,actual,Retail,EGP,8.02,1.35
2011-05-15,,,National Average,226,,,pulses and nuts,Lentils,108,KG,actual,Retail,EGP,10.54,1.78
2011-05-15,,,National Average,226,,,vegetables and fruits,Garlic,105,KG,actual,Retail,EGP,3.85,0.65
2011-05-15,,,National Average,226,,,vegetables and fruits,Onions (red),110,KG,actual,Retail,EGP,2.35,0.4
2011-05-15,,,National Average,226,,,vegetables and fruits,Onions (white),111,KG,actual,Retail,EGP,1.89,0.32
2011-05-15,,,National Average,226,,,vegetables and fruits,Tomatoes,114,KG,actual,Retail,EGP,3.77,0.64
2011-06-15,,,National Average,226,,,cereals and tubers,Pasta,112,KG,actual,Retail,EGP,4.06,0.68
2011-06-15,,,National Average,226,,,cereals and tubers,Potatoes,83,KG,actual,Retail,EGP,2.09,0.35
2011-06-15,,,National Average,226,,,cereals and tubers,Rice,52,KG,actual,Retail,EGP,4.39,0.74
2011-06-15,,,National Average,226,,,cereals and tubers,Wheat flour,58,KG,actual,Retail,EGP,3.75,0.63
2011-06-15,,,National Average,226,,,"meat, fish and eggs",Meat (beef),141,KG,actual,Retail,EGP,53.88,9.07
2011-06-15,,,National Average,226,,,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,actual,Retail,EGP,12.89,2.17
2011-06-15,,,National Average,226,,,miscellaneous food,Sugar,97,KG,actual,Retail,EGP,4.98,0.84
2011-06-15,,,National Average,226,,,oil and fats,Ghee (artificial),106,KG,actual,Retail,EGP,12.14,2.04
2011-06-15,,,National Average,226,,,oil and fats,Ghee (natural),107,KG,actual,Retail,EGP,37.4,6.3
2011-06-15,,,National Average,226,,,oil and fats,Oil (maize),362,800 G,actual,Retail,EGP,11.6,1.95
2011-06-15,,,National Average,226,,,pulses and nuts,"Beans (fava, dry)",385,KG,actual,Retail,EGP,8.62,1.45
2011-06-15,,,National Average,226,,,pulses and nuts,Lentils,108,KG,actual,Retail,EGP,10.73,1.81
2011-06-15,,,National Average,226,,,vegetables and fruits,Garlic,105,KG,actual,Retail,EGP,5.83,0.98
2011-06-15,,,National Average,226,,,vegetables and fruits,Onions (red),110,KG,actual,Retail,EGP,1.68,0.28
2011-06-15,,,National Average,226,,,vegetables and fruits,Onions (white),111,KG,actual,Retail,EGP,1.62,0.27
2011-06-15,,,National Average,226,,,vegetables and fruits,Tomatoes,114,KG,actual,Retail,EGP,2.55,0.43
2011-07-15,,,National Average,226,,,cereals and tubers,Pasta,112,KG,actual,Retail,EGP,4.14,0.7
2011-07-15,,,National Average,226,,,cereals and tubers,Potatoes,83,KG,actual,Retail,EGP,2.37,0.4
2011-07-15,,,National Average,226,,,cereals and tubers,Rice,52,KG,actual,Retail,EGP,4.78,0.8
2011-07-15,,,National Average,226,,,cereals and tubers,Wheat flour,58,KG,actual,Retail,EGP,3.81,0.64
2011-07-15,,,National Average,226,,,"meat, fish and eggs",Meat (beef),141,KG,actual,Retail,EGP,54.96,9.24
2011-07-15,,,National Average,226,,,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,actual,Retail,EGP,13.28,2.23
2011-07-15,,,National Average,226,,,miscellaneous food,Sugar,97,KG,actual,Retail,EGP,5.02,0.84
2011-07-15,,,National Average,226,,,oil and fats,Ghee (artificial),106,KG,actual,Retail,EGP,12.16,2.04
2011-07-15,,,National Average,226,,,oil and fats,Ghee (natural),107,KG,actual,Retail,EGP,38,6.39
2011-07-15,,,National Average,226,,,oil and fats,Oil (maize),362,800 G,actual,Retail,EGP,11.59,1.95
2011-07-15,,,National Average,226,,,pulses and nuts,"Beans (fava, dry)",385,KG,actual,Retail,EGP,8.7,1.46
2011-07-15,,,National Average,226,,,pulses and nuts,Lentils,108,KG,actual,Retail,EGP,10.62,1.78
2011-07-15,,,National Average,226,,,vegetables and fruits,Garlic,105,KG,actual,Retail,EGP,7.54,1.27
2011-07-15,,,National Average,226,,,vegetables and fruits,Onions (red),110,KG,actual,Retail,EGP,1.62,0.27
2011-07-15,,,National Average,226,,,vegetables and fruits,Onions (white),111,KG,actual,Retail,EGP,1.75,0.29
2011-07-15,,,National Average,226,,,vegetables and fruits,Tomatoes,114,KG,actual,Retail,EGP,2.07,0.35
2011-08-15,,,National Average,226,,,cereals and tubers,Pasta,112,KG,actual,Retail,EGP,4.16,0.7
2011-08-15,,,National Average,226,,,cereals and tubers,Potatoes,83,KG,actual,Retail,EGP,2.85,0.48
2011-08-15,,,National Average,226,,,cereals and tubers,Rice,52,KG,actual,Retail,EGP,5.32,0.89
2011-08-15,,,National Average,226,,,cereals and tubers,Wheat flour,58,KG,actual,Retail,EGP,4.4,0.74
2011-08-15,,,National Average,226,,,"meat, fish and eggs",Meat (beef),141,KG,actual,Retail,EGP,55.1,9.23
2011-08-15,,,National Average,226,,,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,actual,Retail,EGP,13.81,2.31
2011-08-15,,,National Average,226,,,miscellaneous food,Sugar,97,KG,actual,Retail,EGP,5.45,0.91
2011-08-15,,,National Average,226,,,oil and fats,Ghee (artificial),106,KG,actual,Retail,EGP,12.27,2.06
2011-08-15,,,National Average,226,,,oil and fats,Ghee (natural),107,KG,actual,Retail,EGP,39.33,6.59
2011-08-15,,,National Average,226,,,oil and fats,Oil (maize),362,800 G,actual,Retail,EGP,11.58,1.94
2011-08-15,,,National Average,226,,,pulses and nuts,"Beans (fava, dry)",385,KG,actual,Retail,EGP,8.6,1.44
2011-08-15,,,National Average,226,,,pulses and nuts,Lentils,108,KG,actual,Retail,EGP,10,1.68
2011-08-15,,,National Average,226,,,vegetables and fruits,Garlic,105,KG,actual,Retail,EGP,8.58,1.44
2011-08-15,,,National Average,226,,,vegetables and fruits,Onions (red),110,KG,actual,Retail,EGP,1.9,0.32
2011-08-15,,,National Average,226,,,vegetables and fruits,Onions (white),111,KG,actual,Retail,EGP,1.95,0.33
2011-08-15,,,National Average,226,,,vegetables and fruits,Tomatoes,114,KG,actual,Retail,EGP,2.19,0.37
2011-09-15,,,National Average,226,,,cereals and tubers,Pasta,112,KG,actual,Retail,EGP,4.4,0.74
2011-09-15,,,National Average,226,,,cereals and tubers,Potatoes,83,KG,actual,Retail,EGP,3.3,0.55
2011-09-15,,,National Average,226,,,cereals and tubers,Rice,52,KG,actual,Retail,EGP,5.5,0.92
2011-09-15,,,National Average,226,,,cereals and tubers,Wheat flour,58,KG,actual,Retail,EGP,4.6,0.77
2011-09-15,,,National Average,226,,,"meat, fish and eggs",Meat (beef),141,KG,actual,Retail,EGP,57.2,9.61
2011-09-15,,,National Average,226,,,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,actual,Retail,EGP,12.1,2.03
2011-09-15,,,National Average,226,,,miscellaneous food,Sugar,97,KG,actual,Retail,EGP,6.1,1.03
2011-09-15,,,National Average,226,,,oil and fats,Ghee (artificial),106,KG,actual,Retail,EGP,12.2,2.05
2011-09-15,,,National Average,226,,,oil and fats,Ghee (natural),107,KG,actual,Retail,EGP,40.9,6.87
2011-09-15,,,National Average,226,,,oil and fats,Oil (maize),362,800 G,actual,Retail,EGP,11.5,1.93
2011-09-15,,,National Average,226,,,pulses and nuts,"Beans (fava, dry)",385,KG,actual,Retail,EGP,8.4,1.41
2011-09-15,,,National Average,226,,,pulses and nuts,Lentils,108,KG,actual,Retail,EGP,9.9,1.66
2011-09-15,,,National Average,226,,,vegetables and fruits,Garlic,105,KG,actual,Retail,EGP,9.4,1.58
2011-09-15,,,National Average,226,,,vegetables and fruits,Onions (red),110,KG,actual,Retail,EGP,2.4,0.4
2011-09-15,,,National Average,226,,,vegetables and fruits,Onions (white),111,KG,actual,Retail,EGP,2.3,0.39
2011-09-15,,,National Average,226,,,vegetables and fruits,Tomatoes,114,KG,actual,Retail,EGP,3,0.5
2011-10-15,,,National Average,226,,,cereals and tubers,Pasta,112,KG,actual,Retail,EGP,4.6,0.77
2011-10-15,,,National Average,226,,,cereals and tubers,Potatoes,83,KG,actual,Retail,EGP,3.4,0.57
2011-10-15,,,National Average,226,,,cereals and tubers,Rice,52,KG,actual,Retail,EGP,5,0.84
2011-10-15,,,National Average,226,,,cereals and tubers,Wheat flour,58,KG,actual,Retail,EGP,4.4,0.74
2011-10-15,,,National Average,226,,,"meat, fish and eggs",Meat (beef),141,KG,actual,Retail,EGP,59.2,9.92
2011-10-15,,,National Average,226,,,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,actual,Retail,EGP,14,2.35
2011-10-15,,,National Average,226,,,miscellaneous food,Sugar,97,KG,actual,Retail,EGP,6.2,1.04
2011-10-15,,,National Average,226,,,oil and fats,Ghee (artificial),106,KG,actual,Retail,EGP,12.3,2.06
2011-10-15,,,National Average,226,,,oil and fats,Ghee (natural),107,KG,actual,Retail,EGP,41.2,6.9
2011-10-15,,,National Average,226,,,oil and fats,Oil (maize),362,800 G,actual,Retail,EGP,11.6,1.94
2011-10-15,,,National Average,226,,,pulses and nuts,"Beans (fava, dry)",385,KG,actual,Retail,EGP,8.1,1.36
2011-10-15,,,National Average,226,,,pulses and nuts,Lentils,108,KG,actual,Retail,EGP,10,1.68
2011-10-15,,,National Average,226,,,vegetables and fruits,Garlic,105,KG,actual,Retail,EGP,9,1.51
2011-10-15,,,National Average,226,,,vegetables and fruits,Onions (red),110,KG,actual,Retail,EGP,2.8,0.47
2011-10-15,,,National Average,226,,,vegetables and fruits,Onions (white),111,KG,actual,Retail,EGP,3,0.5
2011-10-15,,,National Average,226,,,vegetables and fruits,Tomatoes,114,KG,actual,Retail,EGP,3,0.5
2011-11-15,,,National Average,226,,,cereals and tubers,Pasta,112,KG,actual,Retail,EGP,4.8,0.8
2011-11-15,,,National Average,226,,,cereals and tubers,Potatoes,83,KG,actual,Retail,EGP,3.2,0.54
2011-11-15,,,National Average,226,,,cereals and tubers,Rice,52,KG,actual,Retail,EGP,4.7,0.79
2011-11-15,,,National Average,226,,,cereals and tubers,Wheat flour,58,KG,actual,Retail,EGP,4.4,0.74
2011-11-15,,,National Average,226,,,"meat, fish and eggs",Meat (beef),141,KG,actual,Retail,EGP,59.9,10.02
2011-11-15,,,National Average,226,,,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,actual,Retail,EGP,14,2.34
2011-11-15,,,National Average,226,,,miscellaneous food,Sugar,97,KG,actual,Retail,EGP,6.3,1.05
2011-11-15,,,National Average,226,,,oil and fats,Ghee (artificial),106,KG,actual,Retail,EGP,12.3,2.06
