Iso3,StartDate,EndDate,Area Code,Area Code (M49),Area,Item Code,Item,Element Code,Element,Year Code,Year,Unit,Value,Flag,Note
EGY,2015-01-01,2015-12-31,59,'818,Egypt,22013,"Gross domestic product per capita, PPP, (constant 2021 international $)",6126,Value,2015,2015,Int$/cap,13426,X,
EGY,2016-01-01,2016-12-31,59,'818,Egypt,22013,"Gross domestic product per capita, PPP, (constant 2021 international $)",6126,Value,2016,2016,Int$/cap,13727,X,
EGY,2017-01-01,2017-12-31,59,'818,Egypt,22013,"Gross domestic product per capita, PPP, (constant 2021 international $)",6126,Value,2017,2017,Int$/cap,14018,X,
EGY,2018-01-01,2018-12-31,59,'818,Egypt,22013,"Gross domestic product per capita, PPP, (constant 2021 international $)",6126,Value,2018,2018,Int$/cap,14488,X,
EGY,2019-01-01,2019-12-31,59,'818,Egypt,22013,"Gross domestic product per capita, PPP, (constant 2021 international $)",6126,Value,2019,2019,Int$/cap,15027,X,
EGY,2020-01-01,2020-12-31,59,'818,Egypt,22013,"Gross domestic product per capita, PPP, (constant 2021 international $)",6126,Value,2020,2020,Int$/cap,15309,X,
EGY,2021-01-01,2021-12-31,59,'818,Egypt,22013,"Gross domestic product per capita, PPP, (constant 2021 international $)",6126,Value,2021,2021,Int$/cap,15579,X,
EGY,2022-01-01,2022-12-31,59,'818,Egypt,22013,"Gross domestic product per capita, PPP, (constant 2021 international $)",6126,Value,2022,2022,Int$/cap,16360,X,
EGY,2023-01-01,2023-12-31,59,'818,Egypt,22013,"Gross domestic product per capita, PPP, (constant 2021 international $)",6126,Value,2023,2023,Int$/cap,16691,X,
EGY,2024-01-01,2024-12-31,59,'818,Egypt,22013,"Gross domestic product per capita, PPP, (constant 2021 international $)",6126,Value,2024,2024,Int$/cap,16798,X,
EGY,2000-01-01,2002-12-31,59,'818,Egypt,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20002002,2002,%,4.8,E,
EGY,2001-01-01,2003-12-31,59,'818,Egypt,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20012003,2003,%,5,E,
EGY,2002-01-01,2004-12-31,59,'818,Egypt,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20022004,2004,%,5.5,E,
EGY,2003-01-01,2005-12-31,59,'818,Egypt,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20032005,2005,%,5.8,E,
EGY,2004-01-01,2006-12-31,59,'818,Egypt,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20042006,2006,%,5.8,E,
EGY,2005-01-01,2007-12-31,59,'818,Egypt,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20052007,2007,%,5.4,E,
EGY,2006-01-01,2008-12-31,59,'818,Egypt,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20062008,2008,%,5.1,E,
EGY,2007-01-01,2009-12-31,59,'818,Egypt,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20072009,2009,%,5,E,
EGY,2008-01-01,2010-12-31,59,'818,Egypt,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20082010,2010,%,4.9,E,
EGY,2009-01-01,2011-12-31,59,'818,Egypt,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20092011,2011,%,5.1,E,
EGY,2010-01-01,2012-12-31,59,'818,Egypt,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20102012,2012,%,5.2,E,
EGY,2011-01-01,2013-12-31,59,'818,Egypt,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20112013,2013,%,5.7,E,
EGY,2012-01-01,2014-12-31,59,'818,Egypt,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20122014,2014,%,6.1,E,
EGY,2013-01-01,2015-12-31,59,'818,Egypt,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20132015,2015,%,6.4,E,
EGY,2014-01-01,2016-12-31,59,'818,Egypt,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20142016,2016,%,6.5,E,
EGY,2015-01-01,2017-12-31,59,'818,Egypt,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20152017,2017,%,6.6,E,
EGY,2016-01-01,2018-12-31,59,'818,Egypt,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20162018,2018,%,6.6,E,
EGY,2017-01-01,2019-12-31,59,'818,Egypt,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20172019,2019,%,6.4,E,
EGY,2018-01-01,2020-12-31,59,'818,Egypt,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20182020,2020,%,6.6,E,
EGY,2019-01-01,2021-12-31,59,'818,Egypt,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20192021,2021,%,7.1,E,
EGY,2020-01-01,2022-12-31,59,'818,Egypt,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20202022,2022,%,7.9,E,
EGY,2021-01-01,2023-12-31,59,'818,Egypt,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20212023,2023,%,8.8,E,
EGY,2022-01-01,2024-12-31,59,'818,Egypt,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20222024,2024,%,9.4,E,
EGY,2000-01-01,2002-12-31,59,'818,Egypt,210011,Number of people undernourished (million) (3-year average),6132,Value,20002002,2002,million No,3.6,E,
EGY,2001-01-01,2003-12-31,59,'818,Egypt,210011,Number of people undernourished (million) (3-year average),6132,Value,20012003,2003,million No,3.8,E,
EGY,2002-01-01,2004-12-31,59,'818,Egypt,210011,Number of people undernourished (million) (3-year average),6132,Value,20022004,2004,million No,4.3,E,
EGY,2003-01-01,2005-12-31,59,'818,Egypt,210011,Number of people undernourished (million) (3-year average),6132,Value,20032005,2005,million No,4.6,E,
EGY,2004-01-01,2006-12-31,59,'818,Egypt,210011,Number of people undernourished (million) (3-year average),6132,Value,20042006,2006,million No,4.7,E,
EGY,2005-01-01,2007-12-31,59,'818,Egypt,210011,Number of people undernourished (million) (3-year average),6132,Value,20052007,2007,million No,4.5,E,
EGY,2006-01-01,2008-12-31,59,'818,Egypt,210011,Number of people undernourished (million) (3-year average),6132,Value,20062008,2008,million No,4.3,E,
EGY,2007-01-01,2009-12-31,59,'818,Egypt,210011,Number of people undernourished (million) (3-year average),6132,Value,20072009,2009,million No,4.3,E,
EGY,2008-01-01,2010-12-31,59,'818,Egypt,210011,Number of people undernourished (million) (3-year average),6132,Value,20082010,2010,million No,4.3,E,
EGY,2009-01-01,2011-12-31,59,'818,Egypt,210011,Number of people undernourished (million) (3-year average),6132,Value,20092011,2011,million No,4.6,E,
EGY,2010-01-01,2012-12-31,59,'818,Egypt,210011,Number of people undernourished (million) (3-year average),6132,Value,20102012,2012,million No,4.8,E,
EGY,2011-01-01,2013-12-31,59,'818,Egypt,210011,Number of people undernourished (million) (3-year average),6132,Value,20112013,2013,million No,5.3,E,
EGY,2012-01-01,2014-12-31,59,'818,Egypt,210011,Number of people undernourished (million) (3-year average),6132,Value,20122014,2014,million No,5.8,E,
EGY,2013-01-01,2015-12-31,59,'818,Egypt,210011,Number of people undernourished (million) (3-year average),6132,Value,20132015,2015,million No,6.3,E,
EGY,2014-01-01,2016-12-31,59,'818,Egypt,210011,Number of people undernourished (million) (3-year average),6132,Value,20142016,2016,million No,6.5,E,
EGY,2015-01-01,2017-12-31,59,'818,Egypt,210011,Number of people undernourished (million) (3-year average),6132,Value,20152017,2017,million No,6.7,E,
EGY,2016-01-01,2018-12-31,59,'818,Egypt,210011,Number of people undernourished (million) (3-year average),6132,Value,20162018,2018,million No,6.8,E,
EGY,2017-01-01,2019-12-31,59,'818,Egypt,210011,Number of people undernourished (million) (3-year average),6132,Value,20172019,2019,million No,6.8,E,
EGY,2018-01-01,2020-12-31,59,'818,Egypt,210011,Number of people undernourished (million) (3-year average),6132,Value,20182020,2020,million No,7,E,
EGY,2019-01-01,2021-12-31,59,'818,Egypt,210011,Number of people undernourished (million) (3-year average),6132,Value,20192021,2021,million No,7.8,E,
EGY,2020-01-01,2022-12-31,59,'818,Egypt,210011,Number of people undernourished (million) (3-year average),6132,Value,20202022,2022,million No,8.8,E,
EGY,2021-01-01,2023-12-31,59,'818,Egypt,210011,Number of people undernourished (million) (3-year average),6132,Value,20212023,2023,million No,9.9,E,
EGY,2022-01-01,2024-12-31,59,'818,Egypt,210011,Number of people undernourished (million) (3-year average),6132,Value,20222024,2024,million No,10.8,E,
EGY,2014-01-01,2016-12-31,59,'818,Egypt,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),6121,Value,20142016,2016,%,8.4,E,FAO data
EGY,2015-01-01,2017-12-31,59,'818,Egypt,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),6121,Value,20152017,2017,%,8.7,E,FAO data
EGY,2016-01-01,2018-12-31,59,'818,Egypt,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),6121,Value,20162018,2018,%,8.6,E,FAO data
EGY,2017-01-01,2019-12-31,59,'818,Egypt,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),6121,Value,20172019,2019,%,7.4,E,FAO data
EGY,2018-01-01,2020-12-31,59,'818,Egypt,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),6121,Value,20182020,2020,%,6.7,E,FAO data
EGY,2019-01-01,2021-12-31,59,'818,Egypt,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),6121,Value,20192021,2021,%,7.1,E,FAO data
EGY,2020-01-01,2022-12-31,59,'818,Egypt,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),6121,Value,20202022,2022,%,8.8,E,FAO data
EGY,2021-01-01,2023-12-31,59,'818,Egypt,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),6121,Value,20212023,2023,%,10.4,E,FAO data
EGY,2022-01-01,2024-12-31,59,'818,Egypt,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),6121,Value,20222024,2024,%,12,E,FAO data
EGY,2014-01-01,2016-12-31,59,'818,Egypt,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),61211,Confidence interval: Lower bound,20142016,2016,%,6.9,E,FAO data
EGY,2015-01-01,2017-12-31,59,'818,Egypt,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),61211,Confidence interval: Lower bound,20152017,2017,%,7.2,E,FAO data
EGY,2016-01-01,2018-12-31,59,'818,Egypt,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),61211,Confidence interval: Lower bound,20162018,2018,%,7.1,E,FAO data
EGY,2017-01-01,2019-12-31,59,'818,Egypt,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),61211,Confidence interval: Lower bound,20172019,2019,%,6.2,E,FAO data
EGY,2018-01-01,2020-12-31,59,'818,Egypt,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),61211,Confidence interval: Lower bound,20182020,2020,%,5.7,E,FAO data
EGY,2019-01-01,2021-12-31,59,'818,Egypt,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),61211,Confidence interval: Lower bound,20192021,2021,%,6,E,FAO data
EGY,2020-01-01,2022-12-31,59,'818,Egypt,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),61211,Confidence interval: Lower bound,20202022,2022,%,7.5,E,FAO data
EGY,2021-01-01,2023-12-31,59,'818,Egypt,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),61211,Confidence interval: Lower bound,20212023,2023,%,9,E,FAO data
EGY,2022-01-01,2024-12-31,59,'818,Egypt,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),61211,Confidence interval: Lower bound,20222024,2024,%,10.6,E,FAO data
EGY,2014-01-01,2016-12-31,59,'818,Egypt,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),61212,Confidence interval: Upper bound,20142016,2016,%,10,E,FAO data
EGY,2015-01-01,2017-12-31,59,'818,Egypt,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),61212,Confidence interval: Upper bound,20152017,2017,%,10.2,E,FAO data
EGY,2016-01-01,2018-12-31,59,'818,Egypt,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),61212,Confidence interval: Upper bound,20162018,2018,%,10,E,FAO data
EGY,2017-01-01,2019-12-31,59,'818,Egypt,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),61212,Confidence interval: Upper bound,20172019,2019,%,8.6,E,FAO data
EGY,2018-01-01,2020-12-31,59,'818,Egypt,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),61212,Confidence interval: Upper bound,20182020,2020,%,7.8,E,FAO data
EGY,2019-01-01,2021-12-31,59,'818,Egypt,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),61212,Confidence interval: Upper bound,20192021,2021,%,8.2,E,FAO data
EGY,2020-01-01,2022-12-31,59,'818,Egypt,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),61212,Confidence interval: Upper bound,20202022,2022,%,10.2,E,FAO data
EGY,2021-01-01,2023-12-31,59,'818,Egypt,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),61212,Confidence interval: Upper bound,20212023,2023,%,11.8,E,FAO data
EGY,2022-01-01,2024-12-31,59,'818,Egypt,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),61212,Confidence interval: Upper bound,20222024,2024,%,13.4,E,FAO data
EGY,2014-01-01,2016-12-31,59,'818,Egypt,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20142016,2016,%,7,E,FAO data
EGY,2015-01-01,2017-12-31,59,'818,Egypt,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20152017,2017,%,7.7,E,FAO data
EGY,2016-01-01,2018-12-31,59,'818,Egypt,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20162018,2018,%,7.3,E,FAO data
EGY,2017-01-01,2019-12-31,59,'818,Egypt,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20172019,2019,%,6.9,E,FAO data
EGY,2018-01-01,2020-12-31,59,'818,Egypt,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20182020,2020,%,6.5,E,FAO data
EGY,2019-01-01,2021-12-31,59,'818,Egypt,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20192021,2021,%,6.5,E,FAO data
EGY,2020-01-01,2022-12-31,59,'818,Egypt,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20202022,2022,%,7.9,E,FAO data
EGY,2021-01-01,2023-12-31,59,'818,Egypt,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20212023,2023,%,9,E,FAO data
EGY,2022-01-01,2024-12-31,59,'818,Egypt,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20222024,2024,%,10.3,E,FAO data
EGY,2014-01-01,2016-12-31,59,'818,Egypt,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20142016,2016,%,5.6,E,FAO data
EGY,2015-01-01,2017-12-31,59,'818,Egypt,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20152017,2017,%,6.3,E,FAO data
EGY,2016-01-01,2018-12-31,59,'818,Egypt,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20162018,2018,%,6,E,FAO data
EGY,2017-01-01,2019-12-31,59,'818,Egypt,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20172019,2019,%,5.8,E,FAO data
EGY,2018-01-01,2020-12-31,59,'818,Egypt,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20182020,2020,%,5.4,E,FAO data
EGY,2019-01-01,2021-12-31,59,'818,Egypt,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20192021,2021,%,5.5,E,FAO data
EGY,2020-01-01,2022-12-31,59,'818,Egypt,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20202022,2022,%,6.7,E,FAO data
EGY,2021-01-01,2023-12-31,59,'818,Egypt,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20212023,2023,%,7.7,E,FAO data
EGY,2022-01-01,2024-12-31,59,'818,Egypt,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20222024,2024,%,8.9,E,FAO data
EGY,2014-01-01,2016-12-31,59,'818,Egypt,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20142016,2016,%,8.4,E,FAO data
EGY,2015-01-01,2017-12-31,59,'818,Egypt,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20152017,2017,%,9,E,FAO data
EGY,2016-01-01,2018-12-31,59,'818,Egypt,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20162018,2018,%,8.7,E,FAO data
EGY,2017-01-01,2019-12-31,59,'818,Egypt,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20172019,2019,%,8.1,E,FAO data
EGY,2018-01-01,2020-12-31,59,'818,Egypt,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20182020,2020,%,7.5,E,FAO data
EGY,2019-01-01,2021-12-31,59,'818,Egypt,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20192021,2021,%,7.6,E,FAO data
EGY,2020-01-01,2022-12-31,59,'818,Egypt,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20202022,2022,%,9.1,E,FAO data
EGY,2021-01-01,2023-12-31,59,'818,Egypt,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20212023,2023,%,10.2,E,FAO data
EGY,2022-01-01,2024-12-31,59,'818,Egypt,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20222024,2024,%,11.6,E,FAO data
EGY,2014-01-01,2016-12-31,59,'818,Egypt,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20142016,2016,%,9.9,E,FAO data
EGY,2015-01-01,2017-12-31,59,'818,Egypt,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20152017,2017,%,9.7,E,FAO data
EGY,2016-01-01,2018-12-31,59,'818,Egypt,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20162018,2018,%,9.8,E,FAO data
EGY,2017-01-01,2019-12-31,59,'818,Egypt,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20172019,2019,%,7.9,E,FAO data
EGY,2018-01-01,2020-12-31,59,'818,Egypt,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20182020,2020,%,7,E,FAO data
EGY,2019-01-01,2021-12-31,59,'818,Egypt,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20192021,2021,%,7.7,E,FAO data
EGY,2020-01-01,2022-12-31,59,'818,Egypt,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20202022,2022,%,9.8,E,FAO data
EGY,2021-01-01,2023-12-31,59,'818,Egypt,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20212023,2023,%,11.7,E,FAO data
EGY,2022-01-01,2024-12-31,59,'818,Egypt,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20222024,2024,%,13.8,E,FAO data
EGY,2014-01-01,2016-12-31,59,'818,Egypt,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20142016,2016,%,8.2,E,FAO data
EGY,2015-01-01,2017-12-31,59,'818,Egypt,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20152017,2017,%,8.1,E,FAO data
EGY,2016-01-01,2018-12-31,59,'818,Egypt,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20162018,2018,%,8.2,E,FAO data
EGY,2017-01-01,2019-12-31,59,'818,Egypt,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20172019,2019,%,6.7,E,FAO data
EGY,2018-01-01,2020-12-31,59,'818,Egypt,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20182020,2020,%,6,E,FAO data
EGY,2019-01-01,2021-12-31,59,'818,Egypt,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20192021,2021,%,6.5,E,FAO data
EGY,2020-01-01,2022-12-31,59,'818,Egypt,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20202022,2022,%,8.3,E,FAO data
EGY,2021-01-01,2023-12-31,59,'818,Egypt,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20212023,2023,%,10.2,E,FAO data
EGY,2022-01-01,2024-12-31,59,'818,Egypt,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20222024,2024,%,12.3,E,FAO data
EGY,2014-01-01,2016-12-31,59,'818,Egypt,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20142016,2016,%,11.5,E,FAO data
EGY,2015-01-01,2017-12-31,59,'818,Egypt,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20152017,2017,%,11.3,E,FAO data
EGY,2016-01-01,2018-12-31,59,'818,Egypt,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20162018,2018,%,11.4,E,FAO data
EGY,2017-01-01,2019-12-31,59,'818,Egypt,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20172019,2019,%,9.1,E,FAO data
EGY,2018-01-01,2020-12-31,59,'818,Egypt,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20182020,2020,%,8.1,E,FAO data
EGY,2019-01-01,2021-12-31,59,'818,Egypt,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20192021,2021,%,8.9,E,FAO data
EGY,2020-01-01,2022-12-31,59,'818,Egypt,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20202022,2022,%,11.2,E,FAO data
EGY,2021-01-01,2023-12-31,59,'818,Egypt,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20212023,2023,%,13.3,E,FAO data
EGY,2022-01-01,2024-12-31,59,'818,Egypt,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20222024,2024,%,15.2,E,FAO data
EGY,2014-01-01,2016-12-31,59,'818,Egypt,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),6121,Value,20142016,2016,%,27.8,E,FAO data
EGY,2015-01-01,2017-12-31,59,'818,Egypt,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),6121,Value,20152017,2017,%,29.9,E,FAO data
EGY,2016-01-01,2018-12-31,59,'818,Egypt,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),6121,Value,20162018,2018,%,33.1,E,FAO data
EGY,2017-01-01,2019-12-31,59,'818,Egypt,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),6121,Value,20172019,2019,%,31.2,E,FAO data
EGY,2018-01-01,2020-12-31,59,'818,Egypt,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),6121,Value,20182020,2020,%,27.8,E,FAO data
EGY,2019-01-01,2021-12-31,59,'818,Egypt,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),6121,Value,20192021,2021,%,27.3,E,FAO data
EGY,2020-01-01,2022-12-31,59,'818,Egypt,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),6121,Value,20202022,2022,%,28.5,E,FAO data
EGY,2021-01-01,2023-12-31,59,'818,Egypt,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),6121,Value,20212023,2023,%,29.8,E,FAO data
EGY,2022-01-01,2024-12-31,59,'818,Egypt,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),6121,Value,20222024,2024,%,30.8,E,FAO data
EGY,2014-01-01,2016-12-31,59,'818,Egypt,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61211,Confidence interval: Lower bound,20142016,2016,%,24.9,E,FAO data
EGY,2015-01-01,2017-12-31,59,'818,Egypt,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61211,Confidence interval: Lower bound,20152017,2017,%,27,E,FAO data
EGY,2016-01-01,2018-12-31,59,'818,Egypt,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61211,Confidence interval: Lower bound,20162018,2018,%,30.1,E,FAO data
EGY,2017-01-01,2019-12-31,59,'818,Egypt,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61211,Confidence interval: Lower bound,20172019,2019,%,28.6,E,FAO data
EGY,2018-01-01,2020-12-31,59,'818,Egypt,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61211,Confidence interval: Lower bound,20182020,2020,%,25.4,E,FAO data
EGY,2019-01-01,2021-12-31,59,'818,Egypt,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61211,Confidence interval: Lower bound,20192021,2021,%,24.9,E,FAO data
EGY,2020-01-01,2022-12-31,59,'818,Egypt,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61211,Confidence interval: Lower bound,20202022,2022,%,25.9,E,FAO data
EGY,2021-01-01,2023-12-31,59,'818,Egypt,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61211,Confidence interval: Lower bound,20212023,2023,%,27,E,FAO data
EGY,2022-01-01,2024-12-31,59,'818,Egypt,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61211,Confidence interval: Lower bound,20222024,2024,%,28,E,FAO data
EGY,2014-01-01,2016-12-31,59,'818,Egypt,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61212,Confidence interval: Upper bound,20142016,2016,%,30.6,E,FAO data
EGY,2015-01-01,2017-12-31,59,'818,Egypt,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61212,Confidence interval: Upper bound,20152017,2017,%,32.9,E,FAO data
EGY,2016-01-01,2018-12-31,59,'818,Egypt,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61212,Confidence interval: Upper bound,20162018,2018,%,36.1,E,FAO data
EGY,2017-01-01,2019-12-31,59,'818,Egypt,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61212,Confidence interval: Upper bound,20172019,2019,%,33.9,E,FAO data
EGY,2018-01-01,2020-12-31,59,'818,Egypt,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61212,Confidence interval: Upper bound,20182020,2020,%,30.2,E,FAO data
EGY,2019-01-01,2021-12-31,59,'818,Egypt,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61212,Confidence interval: Upper bound,20192021,2021,%,29.7,E,FAO data
